Title,Authors,Publication,Year,Type,Key Findings,Relevance,Status,URL,Notes,Tags,Citation,Source
Skeleton-Driven Inbetweening of Bitmap Character Drawings,"Kirill Brodt, Mikhail Bessmeltsev",Association for Computing Machinery (ACM),2024.0,,,,To Assess,https://doi.org/10.1145/3687955,,,,Awesome-Animation-Research
Sketch-based Anime Hairstyle Editing with Generative Inpainting,"Shuyang Luo, Haoran Xie, Kazunori Miyata",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/nicoint52941.2021.00009,,,,AwesomeAnimeResearch
Sketch-Based Manga Retrieval Using Deep Features,"Rei Narita, Koki Tsubota, Toshihiko Yamasaki, Kiyoharu Aizawa",IEEE,2017.0,,,,To Assess,https://doi.org/10.1109/icdar.2017.291,,,,awesome-comics-understanding
Sketch2Anim: Towards Transferring Sketch Storyboards into 3D Animation,"Lei Zhong, Chuan Guo, Yiming Xie, Jiawei Wang, Changjian Li",Association for Computing Machinery (ACM),2025.0,,,,To Assess,https://doi.org/10.1145/3731167,,,,Awesome-Animation-Research
SketchBetween: Video-to-Video Synthesis for Sprite Animation via Sketches,"Dagmar Loftsdottir, Matthew Guzdial",ACM,2022.0,,,,To Assess,https://doi.org/10.1145/3555858.3555928,,,,"Awesome-AI4Animation, Awesome-Animation-Research, AwesomeAnimeResearch"
SmartPaint: a co-creative drawing system based on generative adversarial networks,"Lingyun Sun, Pei Chen, Wei Xiang, Peng Chen, Wei-yue Gao, Ke-jun Zhang",Zhejiang University Press,2019.0,,,,To Assess,https://doi.org/10.1631/fitee.1900386,,,,AwesomeAnimeResearch
SmartShadow: Artistic Shadow Drawing Tool for Line Drawings,"Lvmin Zhang, Jinyue Jiang, Yi Ji, Chunping Liu",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/iccv48922.2021.00534,,,,AwesomeAnimeResearch
SPatchGAN: A Statistical Feature Based Discriminator for Unsupervised Image-to-Image Translation,"Xuning Shao, Weidong Zhang",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/iccv48922.2021.00648,,,,AwesomeAnimeResearch
SSH: A Self-Supervised Framework for Image Harmonization,"Yifan Jiang, He Zhang, Jianming Zhang, Yilin Wang, Zhe Lin, Kalyan Sunkavalli, Simon Chen, Sohrab Amirghodsi, Sarah Kong, Zhangyang Wang",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/iccv48922.2021.00479,,,,Awesome-AI4Animation
SSN: Soft Shadow Network for Image Compositing,"Yichen Sheng, Jianming Zhang, Bedrich Benes",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/cvpr46437.2021.00436,,,,Awesome-AI4Animation
StarGAN Based Facial Expression Transfer for Anime Characters,"Majid Mobini, Foad Ghaderi",IEEE,2020.0,,,,To Assess,https://doi.org/10.1109/csicc49403.2020.9050061,,,,AwesomeAnimeResearch
StdGEN: Semantic-Decomposed 3D Character Generation from Single Images,"Yuze He, Yanning Zhou, Wang Zhao, Zhongkai Wu, Kaiwen Xiao, Wei Yang, Yong-Jin Liu, Xiao Han",IEEE,2025.0,,,,To Assess,https://doi.org/10.1109/cvpr52734.2025.02453,,,,Awesome-Animation-Research
Story Pattern Analysis Based on Scene Order Information in Four-Scene Comics,"Miki Ueno, Hitoshi Isahara",IEEE,2017.0,,,,To Assess,https://doi.org/10.1109/icdar.2017.296,,,,awesome-comics-understanding
StoryGAN: A Sequential Conditional GAN for Story Visualization,"Yitong Li, Zhe Gan, Yelong Shen, Jingjing Liu, Yu Cheng, Yuexin Wu, Lawrence Carin, David Carlson, Jianfeng Gao",IEEE,2019.0,,,,To Assess,https://doi.org/10.1109/cvpr.2019.00649,,,,awesome-comics-understanding
StoryWeaver: A Unified World Model for Knowledge-Enhanced Story Character Customization,"Jinlu Zhang, Jiji Tang, Rongsheng Zhang, Tangjie Lv, Xiaoshuai Sun",Association for the Advancement of Artificial Intelligence (AAAI),2025.0,,,,To Assess,https://doi.org/10.1609/aaai.v39i9.33079,,,,Awesome-AI4Animation
Style Transfer for Anime Sketches with Enhanced Residual U-net and Auxiliary Classifier GAN,"Lvmin Zhang, Yi Ji, Xin Lin, Chunping Liu",IEEE,2017.0,,,,To Assess,https://doi.org/10.1109/acpr.2017.61,,,,"AwesomeAnimeResearch, awesome-comics-understanding"
StyleDubber: Towards Multi-Scale Style Learning for Movie Dubbing,"Gaoxiang Cong, Yuankai Qi, Liang Li, Amin Beheshti, Zhedong Zhang, Anton Hengel, Ming-Hsuan Yang, Chenggang Yan, Qingming Huang",Association for Computational Linguistics,2024.0,,,,To Assess,https://doi.org/10.18653/v1/2024.findings-acl.404,,,,Awesome-AI4Animation
StyleGANEX: StyleGAN-Based Manipulation Beyond Cropped Aligned Faces,"Shuai Yang, Liming Jiang, Ziwei Liu, Chen Change Loy",IEEE,2023.0,,,,To Assess,https://doi.org/10.1109/iccv51070.2023.01920,,,,Awesome-AI4Animation
Stylized-Colorization for Line Arts,"Tzu-Ting Fang, Duc Minh Vo, Akihiro Sugimoto, Shang-Hong Lai",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/icpr48806.2021.9412756,,,,AwesomeAnimeResearch
StyO: Stylize Your Face in Only One-Shot,"Bonan Li, Zicheng Zhang, Xuecheng Nie, Congying Han, Yinhan Hu, Xinmin Qiu, Tiande Guo",Association for the Advancement of Artificial Intelligence (AAAI),2025.0,,,,To Assess,https://doi.org/10.1609/aaai.v39i5.32488,,,,AwesomeAnimeResearch
Surrogate Gradient Field for Latent Space Manipulation,"Minjun Li, Yanghua Jin, Huachun Zhu",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/cvpr46437.2021.00646,,,,AwesomeAnimeResearch
Synthesis of Screentone Patterns of Manga Characters,"Koki Tsubota, Daiki Ikami, Kiyoharu Aizawa",IEEE,2019.0,,,,To Assess,https://doi.org/10.1109/ism46123.2019.00046,,,,"AwesomeAnimeResearch, awesome-comics-understanding"
Synthesizing Coherent Story with Auto-Regressive Latent Diffusion Models,"Xichen Pan, Pengda Qin, Yuhong Li, Hui Xue, Wenhu Chen",IEEE,2024.0,,,,To Assess,https://doi.org/10.1109/wacv57701.2024.00290,,,,"Awesome-AI4Animation, awesome-comics-understanding"
Tag2Pix: Line Art Colorization Using Text Tag With SECat and Changing Loss,"Hyunsu Kim, Ho Young Jhoo, Eunhyeok Park, Sungjoo Yoo",IEEE,2019.0,,,,To Assess,https://doi.org/10.1109/iccv.2019.00915,,,,AwesomeAnimeResearch
Taming Visually Guided Sound Generation,"Vladimir Iashin, Esa Rahtu",British Machine Vision Association,2021.0,,,,To Assess,https://doi.org/10.5244/c.35.336,,,,Awesome-AI4Animation
"Text Detection in Manga by Deep Region Proposal, Classification, and Regression","Wei-Ta Chu, Chih-Chi Yu",IEEE,2018.0,,,,To Assess,https://doi.org/10.1109/vcip.2018.8698677,,,,awesome-comics-understanding
The Amazing Mysteries of the Gutter: Drawing Inferences Between Panels in Comic Book Narratives,"Mohit Iyyer, Varun Manjunatha, Anupam Guha, Yogarshi Vyas, Jordan Boyd-Graber, Hal Daume, Larry Davis",IEEE,2017.0,,,,To Assess,https://doi.org/10.1109/cvpr.2017.686,,,,"AwesomeAnimeResearch, awesome-comics-understanding"
The Animation Transformer: Visual Correspondence via Segment Matching,"Evan Casey, Victor Perez, Zhuoru Li",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/iccv48922.2021.01113,,,,"Awesome-AI4Animation, Awesome-Animation-Research, AwesomeAnimeResearch"
The Future of Graphic Novel Translation: Fully Automated Systems,"G Harshavardhan, Sandeep Singh Kang, Geet Kiran Kaur, Sanjay Singla",IEEE,2024.0,,,,To Assess,https://doi.org/10.1109/ickecs61492.2024.10617012,,,,awesome-comics-understanding
The Manga Whisperer: Automatically Generating Transcriptions for Comics,"Ragav Sachdeva, Andrew Zisserman",IEEE,2024.0,,,,To Assess,https://doi.org/10.1109/cvpr52733.2024.01232,,,,awesome-comics-understanding
Thin-Plate Spline-based Interpolation for Animation Line Inbetweening,"Tianyi Zhu, Wei Shang, Dongwei Ren",Association for the Advancement of Artificial Intelligence (AAAI),2025.0,,,,To Assess,https://doi.org/10.1609/aaai.v39i10.33195,,,,Awesome-Animation-Research
ToonCrafter: Generative Cartoon Interpolation,"Jinbo Xing, Hanyuan Liu, Menghan Xia, Yong Zhang, Xintao Wang, Ying Shan, Tien-Tsin Wong",Association for Computing Machinery (ACM),2024.0,,,,To Assess,https://doi.org/10.1145/3687761,,,,"Awesome-AI4Animation, Awesome-Animation-Research"
Towards Content-Aware Pixel-Wise Comic Panel Segmentation,"Hikaru Ikuta, Runtian Yu, Yusuke Matsui, Kiyoharu Aizawa",Springer Nature Switzerland,2023.0,,,,To Assess,https://doi.org/10.1007/978-3-031-37742-6_1,,,,AwesomeAnimeResearch
Towards Fully Automated Manga Translation,"Ryota Hinami, Shonosuke Ishiwatari, Kazuhiko Yasuda, Yusuke Matsui",Association for the Advancement of Artificial Intelligence (AAAI),2021.0,,,,To Assess,https://doi.org/10.1609/aaai.v35i14.17537,,,,"AwesomeAnimeResearch, awesome-comics-understanding"
Towards Layer-wise Image Vectorization,"Xu Ma, Yuqian Zhou, Xingqian Xu, Bin Sun, Valerii Filev, Nikita Orlov, Yun Fu, Humphrey Shi",IEEE,2022.0,,,,To Assess,https://doi.org/10.1109/cvpr52688.2022.01583,,,,awesome-comics-understanding
Transfer Learning for Pose Estimation of Illustrated Characters,"Shuhong Chen, Matthias Zwicker",IEEE,2022.0,,,,To Assess,https://doi.org/10.1109/wacv51458.2022.00170,,,,AwesomeAnimeResearch
Transfer photo to anime with dual discriminators GAN,"YuXin Shang, KeHua Miao, BaiHua Chen, ZhengRong Wen",IEEE,2022.0,,,,To Assess,https://doi.org/10.1109/iccece54139.2022.9712766,,,,AwesomeAnimeResearch
Translation of Illustration Artist Style Using Sailormoonredraw Data,"Keita Awane, Daichi Horita, Hikaru Ikuta, Yusuke Matsui, Kiyoharu Aizawa, Naohiro Yanase",IEEE,2022.0,,,,To Assess,https://doi.org/10.1109/icip46576.2022.9897787,,,,AwesomeAnimeResearch
Turn Real People into Anime Cartoonization,"Xuan Zhao, Yuxin Zhou, Jingtian Wu, Qinjia Xu, Yunpeng Zhang",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/iccece51280.2021.9342433,,,,AwesomeAnimeResearch
Two-Stage Sketch Colorization With Color Parsing,"Hui Ren, Jia Li, Nan Gao",Institute of Electrical and Electronics Engineers (IEEE),2020.0,,,,To Assess,https://doi.org/10.1109/access.2019.2962579,,,,AwesomeAnimeResearch
Unaligned Image-to-Image Translation by Learning to Reweight,"Shaoan Xie, Mingming Gong, Yanwu Xu, Kun Zhang",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/iccv48922.2021.01391,,,,AwesomeAnimeResearch
Unbiased Mean Teacher for Cross-domain Object Detection,"Jinhong Deng, Wen Li, Yuhua Chen, Lixin Duan",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/cvpr46437.2021.00408,,,,awesome-comics-understanding
Unpaired Cartoon Image Synthesis via Gated Cycle Mapping,"Yifang Men, Yuan Yao, Miaomiao Cui, Zhouhui Lian, Xuansong Xie, Xian-Sheng Hua",IEEE,2022.0,,,,To Assess,https://doi.org/10.1109/cvpr52688.2022.00349,,,,AwesomeAnimeResearch
Unpaired Sketch-to-Line Translation via Synthesis of Sketches,"Gayoung Lee, Dohyun Kim, Youngjoon Yoo, Dongyoon Han, Jung-Woo Ha, Jaehyuk Chang",ACM,2019.0,,,,To Assess,https://doi.org/10.1145/3355088.3365163,,,,AwesomeAnimeResearch
Unsupersived Image Texture Transfer Based On Generative Adversarial Network,"Zhuoqun Jin, Li Zhu, Wenping Jin, Xin Zhou",IEEE,2022.0,,,,To Assess,https://doi.org/10.1109/iccece54139.2022.9712754,,,,AwesomeAnimeResearch
Unsupervised Coherent Video Cartoonization with Perceptual Motion Consistency,"Zhenhuan Liu, Liang Li, Huajie Jiang, Xin Jin, Dandan Tu, Shuhui Wang, Zheng-Jun Zha",Association for the Advancement of Artificial Intelligence (AAAI),2022.0,,,,To Assess,https://doi.org/10.1609/aaai.v36i2.20078,,,,AwesomeAnimeResearch
Unsupervised Discovery of Disentangled Interpretable Directions for Layer-Wise GAN,"Haotian Hu, Bin Jiang, Xinjiao Zhou, Xiaofei Huo, Bolin Zhang",Springer Nature Singapore,2022.0,,,,To Assess,https://doi.org/10.1007/978-981-19-8331-3_2,,,,AwesomeAnimeResearch
User Guided Digital Artwork Colorization,"Haotian Wang, Gang Liu, Xin Chen",ACM,2019.0,,,,To Assess,https://doi.org/10.1145/3374587.3374604,,,,AwesomeAnimeResearch
User-Guided Deep Anime Line Art Colorization with Conditional Adversarial Networks,"Yuanzheng Ci, Xinzhu Ma, Zhihui Wang, Haojie Li, Zhongxuan Luo",ACM,2018.0,,,,To Assess,https://doi.org/10.1145/3240508.3240661,,,,AwesomeAnimeResearch
User-Guided Line Art Flat Filling with Split Filling Mechanism,"Lvmin Zhang, Chengze Li, Edgar Simo-Serra, Yi Ji, Tien-Tsin Wong, Chunping Liu",IEEE,2021.0,,,,To Assess,https://doi.org/10.1109/cvpr46437.2021.00976,,,,AwesomeAnimeResearch
Using Comics to Introduce and Reinforce Programming Concepts in CS1,"Sangho Suh, Celine Latulipe, Ken Jen Lee, Bernadette Cheng, Edith Law",ACM,2021.0,,,,To Assess,https://doi.org/10.1145/3408877.3432465,,,,awesome-comics-understanding
V2C: Visual Voice Cloning,"Qi Chen, Mingkui Tan, Yuankai Qi, Jiaqiu Zhou, Yuanqing Li, Qi Wu",IEEE,2022.0,,,,To Assess,https://doi.org/10.1109/cvpr52688.2022.02056,,,,Awesome-AI4Animation
V2Meow: Meowing to the Visual Beat via Video-to-Music Generation,"Kun Su, Judith Yue Li, Qingqing Huang, Dima Kuzmin, Joonseok Lee, Chris Donahue, Fei Sha, Aren Jansen, Yu Wang, Mauro Verzetti, Timo Denk",Association for the Advancement of Artificial Intelligence (AAAI),2024.0,,,,To Assess,https://doi.org/10.1609/aaai.v38i5.28299,,,,Awesome-AI4Animation
VidMuse: A Simple Video-to-Music Generation Framework with Long-Short-Term Modeling,"Zeyue Tian, Zhaoyang Liu, Ruibin Yuan, Jiahao Pan, Qifeng Liu, Xu Tan, Qifeng Chen, Wei Xue, Yike Guo",IEEE,2025.0,,,,To Assess,https://doi.org/10.1109/cvpr52734.2025.01750,,,,Awesome-AI4Animation
Vlogger: Make Your Dream A Vlog,"Shaobin Zhuang, Kunchang Li, Xinyuan Chen, Yaohui Wang, Ziwei Liu, Yu Qiao, Yali Wang",IEEE,2024.0,,,,To Assess,https://doi.org/10.1109/cvpr52733.2024.00841,,,,Awesome-AI4Animation
VLPose: Bridging the Domain Gap in Pose Estimation with Language-Vision Tuning,"Jingyao Li, Pengguang Chen, Xuan Ju, Shu Liu, Hong Xu, Jiaya Jia",Institute of Electrical and Electronics Engineers (IEEE),2025.0,,,,To Assess,https://doi.org/10.1109/tpami.2025.3594097,,,,AwesomeAnimeResearch
Zero-Shot Character Identification and Speaker Prediction in Comics via Iterative Multimodal Fusion,"Yingxuan Li, Ryota Hinami, Kiyoharu Aizawa, Yusuke Matsui",ACM,2024.0,,,,To Assess,https://doi.org/10.1145/3664647.3681659,,,,"AwesomeAnimeResearch, awesome-comics-understanding"
Zero-Shot Object Detection with Textual Descriptions,"Zhihui Li, Lina Yao, Xiaoqin Zhang, Xianzhi Wang, Salil Kanhere, Huaxiang Zhang",Association for the Advancement of Artificial Intelligence (AAAI),2019.0,,,,To Assess,https://doi.org/10.1609/aaai.v33i01.33018690,,,,awesome-comics-understanding
A Comprehensive Gold Standard and Benchmark for Comics Text Detection and Recognition,"Gürkan Soykan, Deniz Yuret, T. M. Sezgin",IEEE International Conference on Document Analysis and Recognition,2022.0,,,,To Assess,https://www.semanticscholar.org/paper/06526681c7ece8e1bc36db43c137a8a575ffae7c,,,,awesome-comics-understanding
A Deep Learning Pipeline for the Synthesis of Graphic Novels,"Thomas Melistas, Giannis Siglidis, Fivos Kalogiannis, Ilan Manouach",International Conference on Innovative Computing and Cloud Computing,2021.0,,,,To Assess,https://www.semanticscholar.org/paper/7b9d862e958d909ddfcb595ffbae418a304efee4,,,,awesome-comics-understanding
A Fast and Efficient Semi-guided Algorithm for Flat Coloring Line-arts,"Sébastien Fourey, D. Tschumperlé, David Revoy","International Symposium on Vision, Modeling, and Visualization",2018.0,,,,To Assess,https://www.semanticscholar.org/paper/70a1af45b52e2167964157603fed831cc053000b,,,,AwesomeAnimeResearch
A Study on Generating Webtoons Using Multilingual Text-to-Image Models,"K. Yu, Hyoungju Kim, Jeongin Kim, Chanjun Chun, Pankoo Kim",Applied Sciences,2023.0,,,,To Assess,https://www.semanticscholar.org/paper/e3c4012f534f78d85b3264b5d4984f3a898b8ff8,,,,awesome-comics-understanding
ACFD: Asymmetric Cartoon Face Detector,"Bin Zhang, Jian Li, Yabiao Wang, Zhipeng Cui, Yili Xia, Chengjie Wang, Jilin Li, Feiyue Huang",arXiv.org,2020.0,,,,To Assess,https://www.semanticscholar.org/paper/b834c68b8b64766b69bf7fbd76f797d60757a01d,,,,AwesomeAnimeResearch
Action2Sound: Ambient-Aware Generation of Action Sounds from Egocentric Videos,"Changan Chen, Puyuan Peng, Ami Baid, Zihui Xue, Wei-Ning Hsu, David Harwath, Kristen Grauman",European Conference on Computer Vision,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/27ee3e441f27bbfe02f0bd60b55decf4247870ac,,,,Awesome-AI4Animation
AgileGAN: Stylizing Portraits by Inversion-Consistent Transfer Learning,Linjie Luo,,2021.0,,,,To Assess,https://www.semanticscholar.org/paper/9abde733335c31f60e30d9d3c476488e22788ac7,,,,AwesomeAnimeResearch
AnimateDiff-Lightning: Cross-Model Diffusion Distillation,"Shanchuan Lin, Xiao Yang",arXiv.org,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/9bb56cefc7d7f0964b7e5220e453193ef1b1606b,,,,AwesomeAnimeResearch
AnimeColor: Reference-based Animation Colorization with Diffusion Transformers,"Yuhong Zhang, Liyao Wang, Han Wang, Danni Wu, Zuzen Lin, Feng Wang, Li Song",,2025.0,,,,To Assess,https://www.semanticscholar.org/paper/ee77e4ca97b26ad4c543dabd669ee6ac51f89c44,,,,Awesome-Animation-Research
AnimeRun: 2D Animation Visual Correspondence from Open Source 3D Movies,"Lian Siyao, Yuhang Li, Bo Li, Chao Dong, Ziwei Liu, Chen Change Loy",Neural Information Processing Systems,2022.0,,,,To Assess,https://www.semanticscholar.org/paper/80e1a0d0175add21335d5780f3682f3a93ca73bc,,,,"Awesome-AI4Animation, Awesome-Animation-Research"
AniWho : A Quick and Accurate Way to Classify Anime Character Faces in Images,"Martinus Grady Naftali, Jason Sebastian Sulistyawan, Kelvin Julian, Felix Indra Kurniadi",arXiv.org,2022.0,,,,To Assess,https://www.semanticscholar.org/paper/ab4d5bf855eafdb78db8c9c9bb61097b3cf36f2b,,,,AwesomeAnimeResearch
AugNet: End-to-End Unsupervised Visual Representation Learning with Image Augmentation,"Mingxiang Chen, Z. Chang, Hao Lu, Bitao Yang, Zhuang Li, Liufang Guo, Zhecheng Wang",arXiv.org,2021.0,,,,To Assess,https://www.semanticscholar.org/paper/ab9e77433249b56125b676464c0c2fd75c34d047,,,,AwesomeAnimeResearch
Auto-Encoding for Shared Cross Domain Feature Representation and Image-to-Image Translation,S. Pal,arXiv.org,2020.0,,,,To Assess,https://www.semanticscholar.org/paper/1eb325b5da66936b29916984713b3bab8cba21a2,,,,AwesomeAnimeResearch
Champ: Controllable and Consistent Human Image Animation with 3D Parametric Guidance,"Shenhao Zhu, Junming Leo Chen, Zuozhuo Dai, Yinghui Xu, Xun Cao, Yao Yao, Hao Zhu, Siyu Zhu",European Conference on Computer Vision,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/ec41ad3a2a538da7eda1a7b0979d6904ade17d82,,,,Awesome-AI4Animation
Collaborative Neural Rendering using Anime Character Sheets,"Zuzeng Lin, Ailin Huang, Zhewei Huang, Chen Hu, Shuchang Zhou",International Joint Conference on Artificial Intelligence,2022.0,,,,To Assess,https://www.semanticscholar.org/paper/19d0da9acb24374e2137b2d108c1611ae13ee9c1,,,,"Awesome-AI4Animation, AwesomeAnimeResearch, awesome-comics-understanding"
ColorFlow: Retrieval-Augmented Image Sequence Colorization,"Junhao Zhuang, Xu Ju, Zhaoyang Zhang, Yong Liu, Shiyi Zhang, Chun Yuan, Ying Shan",arXiv.org,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/7dbd36f5deff60b734336a507cbfbe96f18a2d17,,,,AwesomeAnimeResearch
Comics Datasets Framework: Mix of Comics datasets for detection benchmarking,"Emanuele Vivoli, Irene Campaioli, Mariateresa Nardoni, Niccoló Biondi, Marco Bertini, Dimosthenis Karatzas",IEEE International Conference on Document Analysis and Recognition,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/12ee5ce93a5fc4730dc98268aa08ce93db7d5134,,,,awesome-comics-understanding
Comics for Everyone: Generating Accessible Text Descriptions for Comic Strips,Reshma Ramaprasad,arXiv.org,2023.0,,,,To Assess,https://www.semanticscholar.org/paper/a0916a473c96b558845b5ef31e984bfdc1e49861,,,,awesome-comics-understanding
Comixify: Transform video into a comics,"Maciej Pesko, Adam Svystun, Pawel Andruszkiewicz, Przemyslaw Rokita, Tomasz Trzcinski",arXiv.org,2018.0,,,,To Assess,https://www.semanticscholar.org/paper/4c81212a1ecca6b160631fea7f2a6cbff6f74012,,,,"AwesomeAnimeResearch, awesome-comics-understanding"
Context-Informed Machine Translation of Manga using Multimodal Large Language Models,"Philip Lippmann, Konrad Skublicki, Joshua B. Tanner, Shonosuke Ishiwatari, Jie Yang",International Conference on Computational Linguistics,2025.0,,,,To Assess,https://www.semanticscholar.org/paper/6b4648f75839ac90e318675c2fc76497d820a329,,,,"AwesomeAnimeResearch, awesome-comics-understanding"
CoPE: Conditional image generation using Polynomial Expansions,"Grigorios G. Chrysos, Yannis Panagakis",arXiv.org,2021.0,,,,To Assess,https://www.semanticscholar.org/paper/f67090c4c49c2eb127342801a506ec72f55cb109,,,,AwesomeAnimeResearch
CPTNet: Cascade Pose Transform Network for Single Image Talking Head Animation,"Jiale Zhang, Ke Xian, Chengxin Liu, Yinpeng Chen, ZHIGUO CAO, Weicai Zhong",Asian Conference on Computer Vision,2020.0,,,,To Assess,https://www.semanticscholar.org/paper/abaee4d6616ccd330d58e2f5fb35f39c332820e0,,,,AwesomeAnimeResearch
Cracking the Code of Juxtaposition: Can AI Models Understand the Humorous Contradictions,"Zhe Hu, Tuo Liang, Jing Li, Yiren Lu, Yunlai Zhou, Yiran Qiao, Jing Ma, Yu Yin",Neural Information Processing Systems,2024.0,,,,To Assess,https://www.semanticscholar.org/paper/31710aec2104caeec51e15c2af9669aa38da97aa,,,,awesome-comics-understanding
Deep-Eyes: Fully Automatic Anime Character Colorization with Painting of Details on Empty Pupils,"Kenta Akita, Yuki Morimoto, R. Tsuruno",Eurographics,2020.0,,,,To Assess,https://www.semanticscholar.org/paper/bf03985a1b5d5fed16fd79ce85058a0bd8b38f4e,,,,AwesomeAnimeResearch
Diff-Foley: Synchronized Video-to-Audio Synthesis with Latent Diffusion Models,"Simian Luo, Chuanhao Yan, Chenxu Hu, Hang Zhao",Neural Information Processing Systems,2023.0,,,,To Assess,https://www.semanticscholar.org/paper/1524253a18f24ecb33b261a0e8701b51cfad3ade,,,,Awesome-AI4Animation
Disentangling Style and Content in Anime Illustrations,"Sitao Xiang, Hao Li",arXiv.org,2019.0,,,,To Assess,https://www.semanticscholar.org/paper/135dc574a3f879f853f47c48a1d6a66ca71c32b7,,,,AwesomeAnimeResearch
DreamArtist: Towards Controllable One-Shot Text-to-Image Generation via Positive-Negative Prompt-Tuning,"Ziyi Dong, Pengxu Wei, Liang Lin",,2023.0,,,,To Assess,https://www.semanticscholar.org/paper/a671cfb5cfc755176db1ba26087b68690a7d5d04,,,,AwesomeAnimeResearch
DreamDance: Animating Character Art via Inpainting Stable Gaussian Worlds,"Jiaxu Zhang, Xianfang Zeng, Xin Chen, Wei Zuo, Gang Yu, Guosheng Lin, Zhigang Tu",arXiv.org,2025.0,,,,To Assess,https://www.semanticscholar.org/paper/89643cd9ca5d4e44822aeec837899f7a85c2ee36,,,,Awesome-Animation-Research
Eliminating Gradient Conflict in Reference-based Line-Art Colorization,"Zekun Li, Zhengyang Geng, Zhao Kang, Wenyu Chen, Yibo Yang",European Conference on Computer Vision,2022.0,,,,To Assess,https://www.semanticscholar.org/paper/3a37d567573a8a340c5e376e3b605328c8595ece,,,,AwesomeAnimeResearch
Enhancing the Accessibility for All of Digital Comic Books,C. Ponsard,e Minds Int. J. Hum. Comput. Interact.,2009.0,,,,To Assess,https://www.semanticscholar.org/paper/2bd81b7615e22fa3e20af676d1aa25d536baa10c,,,,awesome-comics-understanding
Facial Landmark Detection for Manga Images,"Marco Stricker, Olivier Augereau, K. Kise, M. Iwata",arXiv.org,2018.0,,,,To Assess,https://www.semanticscholar.org/paper/64cac22210861d4e9afb00b781da90cf99f9d19c,,,,AwesomeAnimeResearch
Full-body High-resolution Anime Generation with Progressive Structure-conditional Generative Adversarial Networks,"K. Hamada, Kentaro Tachibana, Tianqi Li, Hiroto Honda, Yusuke Uchida",ECCV Workshops,2018.0,,,,To Assess,https://www.semanticscholar.org/paper/307e8d67c24b6ef9960bd6a2a03722a471bf4ddd,,,,AwesomeAnimeResearch
